taxid,taxname
2190,Methanocaldococcus jannaschii
104102,Acetobacter tropicalis
272918,Nesterenkonia sandarakina
1335757,Spiribacter curvatus
1463922,Streptomyces sp. NRRL S-98
464131,Actinoplanes sp. HBUM 87051
368811,Arsukibacterium perlucidum
201,Campylobacter lari
564369,Luteibacter anthropi
1749,Acidipropionibacterium jensenii
1113909,Virgibacillus sp. NBRC 102404
1113605,Paenibacillus sp. NBRC 13157
1102,Prosthecochloris aestuarii
1166680,alpha proteobacterium CPCC 100088
753,Pasteurella canis
378548,Novosphingobium nitrogenifigens
524286,Salinibacterium sp. JC2486
192904,Kriegella aquimaris
566006,Dactylosporangium sp. YIM 65312
219182,Ottowia thiooxydans
336988,Oenococcus kitaharae
1041504,Candidatus Arthromitus sp. SFB-rat-Yit
640331,Fructilactobacillus florum
326329,Polaribacter dokdonensis
519977,Robertmurraya korlensis
240495,Pseudonocardia dioxanivorans
33998,Acidocella aminolytica
1993,Actinomadura madurae
139208,Isoptericola variabilis
1724,Corynebacterium renale
1113842,Halomonas sp. NBRC 101897
80877,Aquaspirillum polymorphum
45065,Legionella geestiana
521466,Bacillus sp. CCBAU 10778
137733,Granulicatella balaenopterae
181486,Pyrobaculum calidifontis
372655,Nocardiopsis terrae
1485588,Crenalkalicoccus roseus
130049,Paenibacillus dendritiformis
1113744,Bacillus sp. NBRC 101253
1113727,Alcanivorax sp. NBRC 101097
33058,Thauera selenatis
552063,Salinarimonas rosea
1387982,Tomitella cavernea
943936,Psychroserpens damuponensis
52770,Buchananella hordeovulneris
348442,Georgenia ruanii
402648,Streptomyces hainanensis
882139,Bacillus sp. IHB B 2291
180915,Cellvibrio vulgaris
307643,Exiguobacterium profundum
287098,Yoonia rosea
464176,Streptomyces sp. HBUM 171192
249408,Deinococcus marmoris
288992,Pedobacter caeni
152295,Halomonas sp. KMM 3550
153730,Agrococcus baldri
180281,Cyanobium sp. PCC 7001
190898,Desulfotignum phosphitoxidans
2142,Spiroplasma diabroticae
104099,Acetobacter orleanensis
353,Azotobacter chroococcum
90736,Moritella marina
55213,Brenneria rubrifaciens
595671,Amnibacterium kyonggiense
1751,Acidipropionibacterium thoenii
566012,Kineosporia mesophila
44060,Streptomyces megasporus
81569,Ruegeria atlantica
1929416,Kocuria salina
165,Treponema saccharophilum
2097,Mycoplasmoides genitalium
307521,Gracilibacillus boraciitolerans
285548,Streptomyces geldanamycininus
285109,Thioclava pacifica
676199,Demequina oxidasica
205332,Agromyces albus
54248,Hyperthermus butylicus
229480,Arsenicicoccus bolidensis
184748,Paracoccus seriniphilus
52774,Actinomyces slackii
272129,Kamptonema sp. PCC 6506
208443,Amycolatopsis balhimycina
470863,Virgibacillus sp. YIM C834
1892,Streptomyces anulatus
1485585,Cecembia rubra
211010,Fischerella sp. IAM M-263
171284,Mycoplasmopsis cynos
367488,Blattabacterium sp. (Periplaneta americana)
252246,Alicyclobacillus vulcanalis
933946,Streptomyces sp. YIMM10461
515326,Cellulomonas aerilata
35805,Rhodovulum euryhalinum
1830,Rhodococcus ruber
272239,Gulosibacter bifidus
282685,Nocardia jiangxiensis
1434701,Chishuiella changwenlii
361872,Helicobacter equorum
53437,Nocardiopsis alba
543887,Glycomyces mayteni
569599,Umboniibacter marinipuniceus
299641,Agrobacterium sp. CCBAU 53010
387659,Marixanthomonas ophiurae
863575,Citricoccus nitrophenolicus
680197,Thalassospira permensis
94626,Brucella tritici
84632,Kineosporia succinea
43663,Paenarthrobacter aurescens
570835,Edaphobacter aggregans
1463864,Streptomyces sp. NRRL F-5630
38311,Rhodococcus marinonascens
418756,Salinicoccus albus
499533,Rhizobium sp. CCBAU 05104
1409,Bacillus sp. (in: firmicutes)
46256,Weissella hellenica
335837,Rhizobium sp. PY13
1048424,cyanobacterium IHB-347
85683,Salisediminibacterium selenitireducens
785,Rickettsia typhi
305793,Companilactobacillus nantensis
221126,Algibacter lectus
1124,Chlorogloeopsis fritschii
239974,Nocardiopsis valliformis
877455,Methanobacterium lacus
1113835,Rhizobium sp. NBRC 101871
1729695,Gulosibacter sediminis
246603,Citricoccus alkalitolerans
1503961,Evansella caseinilytica
195913,Loktanella salsilacus
455344,Saccharopolyspora gloriosae
626372,Chromatium weissei
996342,Marivita hallyeonensis
504900,Trigonala sp. HBUM49121
2221,Methanolobus tindarius
182270,Aurantimonas coralicida
1896,Streptomyces bikiniensis
1737443,Novosphingobium fontis
436515,Variovorax boronicumulans
68035,Sporotomaculum hydroxybenzoicum
870908,Cognatishimia maritima
1871183,Kribbella sp.
202261,Virgibacillus kekensis
207340,Roseomonas mucosa
298653,Parafrankia sp. EAN1pec
161920,Dietzia natronolimnaea
52763,Pullulanibacillus naganoensis
311231,Paraburkholderia ginsengisoli
40834,Borrelia duttonii
88374,Agromyces rhizosphaerae
104,Cyclobacterium marinum
1399,Cytobacillus firmus
204799,Nitratireductor aquibiodomus
54252,Pyrolobus fumarii
126333,Halodesulfovibrio aestuarii
402650,Actinomycetospora chiangmaiensis
32054,Calothrix parietina
394353,Brevundimonas sp. KACC 10191
473531,Nitrosococcus watsonii
43080,Saccharolobus islandicus
344884,Algoriphagus terrigena
531310,Marinactinospora thermotolerans
574699,Laceyella tengchongensis
287478,Hellea balneolensis
1265724,Sphingopyxis sp. KMM 6741
554283,Flavobacterium chungangense
83557,Chlamydia caviae
644220,Marinicella litoralis
1265716,Pseudoruegeria sp. KMM 6720
86104,Arenibacter latericius
464,Fluoribacter gormanii
108058,Porphyromonas canis
260554,Bacillus halotolerans
304,Roseateles saccharophilus
2151,Mesoplasma florum
1054996,Roseovarius marisflavi
470860,Virgibacillus sp. YIM C510
1002672,Candidatus Pelagibacter sp. IMCC9063
1048758,Candidatus Moranella endobia
464200,Streptomyces sp. HBUM 87074
49900,Thermococcus stetteri
236067,Kribbella solani
81424,Lacrimispora indolis
388640,Bartonella australis
1114092,Weissella sp. NBRC 107272
406515,Perexilibacter aurantiacus
1113809,Sphingomonas sp. NBRC 101717
1775536,Variovorax sp. JCM 10066
332056,Sphingobium indicum
664662,Borreliella bavariensis
225144,Oceanisphaera litoralis
74312,Brevundimonas variabilis
1121832,Fodinicurvata sediminis
120957,Nocardia abscessus
44473,Gloeothece membranacea
173729,Cytophaga sp. MBIC04672
568898,Pseudoroseomonas aestuarii
57489,Thiorhodococcus minor
216936,Spiroplasma diminutum
675,Vibrio cincinnatiensis
239984,Nocardiopsis ganjiahuensis
176291,Paucilactobacillus vaccinostercus
123305,Microbacterium sp. VKM Ac-2014
83617,Stenotrophomonas nitritireducens
29291,Methanococcoides burtonii
98513,Phenylobacterium haematophilum
66429,Streptomyces roseoverticillatus
267363,Levilactobacillus zymae
354,Azotobacter vinelandii
187303,Methylocystis sp. SC2
252302,Oceanicola granulosus
12917,Acidovorax facilis
39122,Skermania piniformis
1265696,Flavobacterium ahnfeltiae
266805,Microbulbifer variabilis
1220496,Siphonobacter sp. CCTCC AB 2012155
510955,Kaistella solincola
77637,alpha proteobacterium MBIC3030
1945,Streptomyces jumonjinensis
1113741,Bacillus sp. NBRC 101250
1546487,Actinomadura sp. JCM 4674
75289,Pseudonocardia xinjiangensis
134602,Actinomadura nitritigenes
346377,Echinicola pacifica
436516,Lysinibacillus parviboronicapiens
589384,Amycolatopsis sp. CPCC202698
354237,Mechercharimyces mesophilus
99374,marine bacillus NRRLB-14905
1293032,Salinifilum ghardaiensis
134676,Actinoplanes sp. SE50/110
505250,Maribacter antarcticus
141389,Chromohalobacter canadensis
34004,Paracoccus aminovorans
216941,Spiroplasma leptinotarsae
162426,Microbacterium hominis
1113664,Alcaligenes sp. PAMU-1.5
311208,Gaetbulibacter saemankumensis
367280,Pseudonocardia sp. YIM 45552
1206,Trichodesmium erythraeum
83406,gamma proteobacterium HdN1
142651,[Mycoplasma] phocae
795098,Sphingomonas sp. MBIC4193
549295,Flavihumibacter petaseus
1615,Weissella halotolerans
354351,Pseudochrobactrum asaccharolyticum
313603,Maribacter sp. HTCC2170
192389,Chryseobacterium daecheongense
932,Thiomicrospira thyasirae
36839,Clostridium felsineum
83460,Stigmatella erecta
1604351,Kocuria sp. DSM 28713
1095914,Pseudonocardia yuanmonensis
63658,Hydrogenovibrio kuenenii
882163,Herbaspirillum sp. IHB B 2274
123311,Microbacterium sp. VKM Ac-2051
46429,Sphingobium chlorophenolicum
325473,Psychroserpens mesophilus
405557,Micrococcus xinjiangensis
80881,Simplicispira metamorpha
933943,Streptomyces sp. YIMM10399
1436010,Nesterenkonia aurantiaca
381706,Oceanobacillus chironomi
405444,Stenotrophomonas humi
983545,Glaciecola sp. 4H-3-7+YE-5
74031,Roseovarius tolerans
610245,Asaia prunellae
464183,Streptomyces sp. HBUM 49431
119206,Aerococcus sanguinicola
1425360,Arthrobacter sp. YIM 94406
1472345,Basilea psittacipulmonis
53463,Paracoccus solventivorans
1113768,Hymenobacter sp. NBRC 101361
1076592,Acetobacter papayae
1061,Rhodobacter capsulatus
68209,Streptomyces globosus
1935,Streptomyces violaceoruber
225049,Streptomyces rosealbus
1176649,Agrobacterium fabrum
1113647,Geobacillus sp. NBRC 15314
165807,Nocardia salmonicida
1113811,Sphingomonas sp. NBRC 101719
285528,Streptomyces mucoflavus
264251,Cellulosimicrobium funkei
64897,Borreliella bissettiae
1167823,Amnibacterium sp. VN08A0400
1872711,Herbihabitans rhizosphaerae
171405,Paenibacillus sp. DSM 1481
1042877,Thermococcus sp. 4557
314263,Roseovarius nubinhibens
174035,Cytophaga sp. MBIC04683
1158338,Persephonella sp. IF05-L8
1249101,Mycolicibacterium celeriflavum
1956,Streptomyces diastaticus
640510,Burkholderia sp. CCGE1001
122364,Actinoplanes tuftoflagellus
470812,Nocardiopsis sp. YIM C555
1750713,Noviherbaspirillum sp. YIM S61
656519,Halanaerobium hydrogeniformans
2099,Mesomycoplasma hyopneumoniae
65655,Hydrogenophaga palleronii
1069073,Haloechinothrix halophila
40561,Zoogloea resiniphila
1113891,Oceanisphaera sp. NBRC 102020
58171,beta proteobacterium 'Mena 23/3-3c'
1113801,Marinobacter sp. NBRC 101708
154981,Aliiroseovarius crassostreae
451,Legionella micdadei
76335,Nostoc sp. ATCC 53789
194424,Sulfurospirillum halorespirans
889,Paucidesulfovibrio longus
1477506,Prauserella flavalba
504800,Geodermatophilus ruber
217511,Fulvimarina pelagi
58107,Pseudonocardia yunnanensis
153376,Pseudonocardia zijingensis
308111,Algoriphagus boritolerans
43354,Prauserella rugosa
124285,Nocardiopsis xinjiangensis
262209,Janibacter melonis
709987,Pseudonocardia rhizophila
470799,Jeotgalibacillus sp. YIM C596
911045,Pseudovibrio sp. FO-BEG1
2421,Thermosipho africanus
207827,Nocardiopsis tangguensis
356145,Nocardia ninae
171632,Mycoplasma ovis
320799,Gordonia soli
35755,Corynebacterium kutscheri
566022,Promicromonospora xylanilytica
452529,Streptomyces scopuliridis
508770,Sciscionella marina
1535197,Fischerella sp. ATCC 43239
336804,Thorsellia anophelis
127886,Halalkalibacter hemicellulosilyticus
124919,Corynebacterium sp. ATCC 43833
141693,Nocardiopsis kunsanensis
171693,Oceanobacillus picturae
547057,Actinokineospora cibodasensis
401976,Pseudonocardia endophytica
189749,Nocardia sp. DSM 6249
43355,Crossiella cryophila
160699,Agrobacterium larrymoorei
79604,Denitrobacterium detoxificans
630975,Pseudonocardia kunmingensis
1113807,Sphingomonas sp. NBRC 101715
37333,Nocardia transvalensis
42808,Alicyclobacillus disulfidooxidans
300193,Phyllobacterium trifolii
89367,Saccharopolyspora thermophila
2030,Kibdelosporangium aridum
281714,Nocardioides alkalitolerans
1155534,Pseudonocardia sp. YIM M10931-1
225845,Brevibacterium celere
220686,Neobacillus vireti
66896,Peterkaempfera griseoplana
2109,Mycoplasmopsis synoviae
184756,Nocardia caishijiensis
582855,Streptomyces haliclonae
155976,Actinokineospora auranticolor
76862,Cellulomonas iranensis
575200,Corynebacterium maris
263849,Rhodococcus phenolicus
359359,Smaragdicoccus niigatensis
566023,Pseudonocardia sp. YIM 61043
147317,Arthrospira sp. PCC 9108
2121,Metamycoplasma orale
526067,Haloglycomyces albus
414682,Secundilactobacillus similis
76947,Sphingobium herbicidovorans
93944,Nonomuraea gerenzanensis
490188,Hydrocarboniphaga daqingensis
287930,Yaniella flava
445953,Streptomyces sp. HBUM 71413
1521435,Enteractinococcus viverrae
1113692,Flammeovirga sp. NBRC 100896
202267,Halomonas sp. YIM-kkny11
267745,Brevibacillus limnophilus
1872678,Pseudoalteromonas fuliginea
124225,Brackiella oedipodis
2096,Mycoplasmoides gallisepticum
386302,Salinibacterium xinjiangense
390641,Wenxinia marina
159449,Embleya scabrispora
160233,Ignicoccus hospitalis
633194,Roseivivax lentus
332411,Aquitalea magnusonii
173,Leptospira interrogans
142649,Metamycoplasma phocicerebrale
989403,Pseudovibrio axinellae
115551,Vreelandella neptunia
34,Myxococcus xanthus
1113691,Flammeovirga sp. NBRC 100895
34011,Niveispirillum irakense
722,Actinobacillus seminis
171392,Chroococcidiopsis cubana
429344,Maribacter polysiphoniae
536,Chromobacterium violaceum
1462575,Companilactobacillus furfuricola
673,Grimontia hollisae
405551,Saccharopolyspora halophila
1849103,Flexivirga endophytica
385406,Paenibacillus sp. CCBAU ZL506
870,Dichelobacter nodosus
111769,Thiothrix unzii
438744,Halomonas caseinilytica
1113977,Lactobacillus sp. NBRC 106038
56957,Thermus oshimai
1235990,Candidatus Pantoea carbekii
761,Pasteurella testudinis
294699,Anoxybacteroides amylolyticum
309788,Lysinibacillus boronitolerans
1035,Afipia felis
435698,gamma proteobacterium HTCC231
171393,Myxosarcina sp. PCC 7312
93380,Pseudaminobacter defluvii
89184,Ruegeria pomeroyi
172049,Thermococcus sibiricus
200904,Paraliobacillus ryukyuensis
1114049,Lactobacillus sp. NBRC 107226
157696,Alicyclobacillus sp. DSM 6481
451764,Microbacterium luticocti
1055104,Cobetia amphilecti
36856,Sinorhizobium saheli
42096,Ureaplasma gallorale
228957,Maribacter orientalis
98510,Brevundimonas sp. LMG 9567t1
1113604,Pseudomonas sp. NBRC 12994
470864,Gracilibacillus halophilus
221822,Phaeobacter inhibens
417374,Arthrobacter boritolerans
1113645,Runella sp. NBRC 15147
521377,Alkalihalophilus marmarensis
163603,Actinomadura latina
271157,Flavobacterium segetis
1113757,Hydrogenophaga sp. NBRC 101324
1710544,Microlunatus nigridraconis
2021,Thermobifida fusca
994627,Olleya sp. KOPRI 25570
1204221,Streptomyces sp. YIM 75791
1807,Mycolicibacterium obuense
444608,Gryllotalpicola ginsengisoli
262320,Flavobacterium frigidimaris
283737,Fructobacillus durionis
168935,Thalassospira lucentensis
198616,Pseudomonas jinjuensis
246272,Alkalihalobacterium bogoriense
313612,Lyngbya sp. PCC 8106
48,Archangium gephyra
75688,Neptunomonas naphthovorans
580165,Bacillus cytotoxicus
169427,Paraburkholderia terricola
2110,Mycoplasmopsis agalactiae
346912,Labrys miyagiensis
1035043,Tenuibacillus halotolerans
161895,Corynebacterium phocae
117207,Sphingopyxis alaskensis
165814,Agromyces aurantiacus
67354,Streptomyces albus
102117,Oscillatoria sancta
418750,Saccharospirillum salsuginis
521185,Flexibacteraceae bacterium KMM 6276
872327,Lactobacillus pasteurii
375761,Pseudooceanicola nanhaiensis
66904,Streptomyces roseolilacinus
1967,Streptomyces kanamyceticus
125627,Thiofilum flexile
67295,Streptomyces griseus
138072,Candidatus Hamiltonella defensa
168471,Laribacter hongkongensis
136094,Thermocrinis albus
225992,Comamonas kerstersii
65123,Mycoplasma wenyonii
406787,Lysobacter deserti
85682,Anaerobacillus arseniciselenatis
988,Leeuwenhoekiella marinoflava
108150,Thermoanaerobacter italicus
483013,Tritonibacter scottomollicae
1258546,Vreelandella nanhaiensis
123840,Haemophilus cf. paragallinarum CCUG 18783
464145,Micromonospora sp. HBUM 49428
29508,Leptospira meyeri
392011,Alicyclobacillus fastidiosus
111803,Actinocorallia longicatena
362648,Microbacterium laevaniformans
80872,Cryptosporangium japonicum
645517,Paraurantiacibacter namhicola
83462,Corallococcus exiguus
37633,Kineococcus aurantiacus
2297,Desulfocicer niacini
88364,Psychromonas marina
58290,Archaeoglobus veneficus
692418,Reichenbachiella faecimaris
392593,Inhella inkyongensis
84597,Thermococcus aegaeus
1463867,Streptomyces sp. NRRL F-5639
472963,Anaerobacillus alkalidiazotrophicus
82560,Thiolamprovum pedioforme
717609,Caldicellulosiruptor obsidiansis
93222,Pandoraea sputorum
573737,Pandoraea oxalativorans
238991,Thermosipho atlanticus
67574,Microbacterium keratanolyticum
69525,Natrinema pellirubrum
79269,Desulfurella multipotens
307124,Calidithermus timidus
1113659,Sphingomonas sp. NBRC 15915
228576,Shouchella patagoniensis
103837,Nonomuraea roseoviolacea
67294,Streptomyces filamentosus
928856,Tritonibacter multivorans
630995,Pseudonocardia xishanensis
1494461,Lactococcus laudensis
110832,Erythrobacter sp. MBIC4118
433660,Nocardioides halotolerans
1113892,Alcanivorax sp. NBRC 102021
217,Helicobacter mustelae
1265704,Persicitalea sp. KMM 6743
1866,Actinoplanes missouriensis
71998,Thermococcus pacificus
996801,Polaribacter reichenbachii
373672,Chryseobacterium gambrini
246786,Metabacillus indicus
1884353,Cycloclasticus sp. DSM 27168
1113693,Flammeovirga sp. NBRC 100897
1071054,Domibacillus robiginosus
97393,Ferroplasma acidarmanus
76112,Thauera linaloolentis
1034,Afipia clevelandensis
871651,Poseidonocella pacifica
413497,Cronobacter dublinensis
294935,Enterovibrio coralii
1463821,Glycomyces sp. NRRL B-16210
2754,Synergistes jonesii
360185,Amphibacillus sediminis
748907,Arthrobacter cryoconiti
83683,Lactobacillus amylolyticus
426701,Alkalibacterium thalassium
1113711,Psychrobacter sp. NBRC 101055
39478,Streptomyces laurentii
364763,Ferrimonas kyonanensis
85085,Pseudarthrobacter chlorophenolicus
681290,Synechocystis sp. PUPCCC 62
411570,Peptoniphilus olsenii
82541,Cupriavidus gilardii
265429,Silanimonas lenta
533,Beijerinckia indica
373981,Calothrix sp. PCC 7715
1236974,Paenibacillus sp. JCM 10914
1661049,Pseudomonas sp. NBRC 111134
336203,Sphingobium fuliginis
76588,Acidiphilium acidophilum
472705,Pantoea conspicua
326994,Halomonas phoceae
33924,[Mycoplasma] testudinis
671,Vibrio proteolyticus
43687,Metallosphaera sedula
64602,Natrialba asiatica
173736,Cytophaga sp. MBIC04662
1396821,Ectothiorhodospira marina
529505,Belliella pelovolcani
364317,Verminephrobacter eiseniae
476821,Phyllobacterium sp. CCBAU 73021
913,Nitrobacter winogradskyi
670052,Cryobacterium arcticum
213588,Thermomonas hydrothermalis
153496,Kozakia baliensis
1955,Streptomyces cinereus
47735,Bibersteinia trehalosi
209446,Candidatus Mycoplasma haematominutum
36855,Brucella canis
2104,Mycoplasmoides pneumoniae
29485,Yersinia rohdei
1386911,Thalassomonas sp. KMM 6757
145458,Rathayibacter toxicus
52691,Acetobacterium fimetarium
1453492,Chryseobacterium hispalense
80867,Paracidovorax avenae
327848,Starkeya sp. ORS 1474
1296565,Geodermatophilus amargosae
1052,Halorhodospira halochloris
437,Acidomonas methanolica
1120568,Pseudorhodobacter wandonensis
28092,Robbsia andropogonis
